,Titulo,Texto,textoPLN,tf-idf
  (21, 0)	1.0
  (48, 0)	1.0
  (53, 0)	1.0
  (55, 0)	1.0
  (74, 1)	1.0
  (90, 1)	1.0
  (101, 1)	1.0
  (116, 1)	1.0
  (131, 1)	1.0
  (134, 1)	1.0
  (140, 1)	1.0
  (143, 1)	1.0"
37,Calabacín Rebozado de Mayonesa al Horno _ Receta de Cocina en Familia.txt,la receta que va hacer un rico calabacín rebozado de mayonesa al horno es una receta muy fácil y Está riquísima no valen como entrante o como un segundo plato y lo ingrediente básicamente son 45 calabacín en rodajas como de un tiro de este lugar de un bote de mayonesa de 225 G trazar 152 y 153 un bólido Estos son todos la ingredientes que vamos a utilizar le vamos a poner la mitad de queso a la mayonesa y la otra mitad en el en el queso rallado y se va a mezclar para hacer rosa yo para ti calabacín en rodajas el lunes lo estoy calentando a 200 la parte de arriba y la de abajo y ahora ya continúa ya tengo mezcladora mayonesa pones queso pan rallado tiene el queso y anhela le pongo al allá a los calabacines,"['recet', 'va', 'hac', 'ric', 'calabacin', 'reboz', 'mayones', 'horn', 'recet', 'facil', 'riquisim', 'val', 'entrant', 'segund', 'plat', 'ingredient', 'basic', '45', 'calabacin', 'rodaj', 'tir', 'lug', 'bot', 'mayones', '225', 'g', 'traz', '152', '153', 'bol', 'ingredient', 'vam', 'utiliz', 'vam', 'pon', 'mit', 'ques', 'mayones', 'mit', 'ques', 'rall', 'va', 'mezcl', 'hac', 'ros', 'calabacin', 'rodaj', 'lun', 'calent', '200', 'part', 'arrib', 'abaj', 'ahor', 'continu', 'mezclador', 'mayones', 'pon', 'ques', 'pan', 'rall', 'ques', 'anhel', 'pong', 'alla', 'calabacin']","  (0, 8)	1.0
  (1, 10)	1.0
  (2, 1)	1.0
  (4, 0)	1.0
  (6, 3)	1.0
  (8, 8)	1.0
  (15, 2)	1.0
  (18, 0)	1.0
  (19, 9)	1.0
  (23, 3)	1.0
  (30, 2)	1.0
  (31, 11)	1.0
  (33, 11)	1.0
  (34, 5)	1.0
  (35, 4)	1.0
  (36, 6)	1.0
  (37, 3)	1.0
  (38, 4)	1.0
  (39, 6)	1.0
  (40, 7)	1.0
  (41, 10)	1.0
  (43, 1)	1.0
  (45, 0)	1.0
  (46, 9)	1.0
  (56, 3)	1.0
  (57, 5)	1.0
  (58, 6)	1.0
  (60, 7)	1.0
  (61, 6)	1.0
  (65, 0)	1.0"
38,Huevos con Longaniza al Horno _ Receta de Cocina en Familia.txt,una rifa o huevo con longaniza y para ello lo vamos a hacer todo en el horno no vamos a utilizar el fuego Así que directamente vamos a poner aquí lo ingrediente tengo dos huevos 200 G de longaniza roja una cucharada de manteca de cerdo un trozo de pan tostadas de lomo al horno Se está calentando aprovecharía de tostador pan y las vamos a poner Aprovechando que saludo calentando para no tener que hacer fuego ni nada la maseca en la cacerola pasó a Lulú a que se derrita la manteca la manteca derretida y así entiende por toda la bandeja y uno hacia los huevos ya tenemos los huevos,"['rif', 'huev', 'longaniz', 'ello', 'vam', 'hac', 'horn', 'vam', 'utiliz', 'fueg', 'asi', 'direct', 'vam', 'pon', 'aqu', 'ingredient', 'dos', 'huev', '200', 'g', 'longaniz', 'roj', 'cuchar', 'mantec', 'cerd', 'troz', 'pan', 'tost', 'lom', 'horn', 'calent', 'aprovech', 'tostador', 'pan', 'vam', 'pon', 'aprovech', 'salud', 'calent', 'ten', 'hac', 'fueg', 'masec', 'cacerol', 'pas', 'lulu', 'derrit', 'mantec', 'mantec', 'derret', 'asi', 'entiend', 'tod', 'bandej', 'haci', 'huev', 'huev']","  (1, 6)	1.0
  (2, 7)	1.0
  (4, 11)	1.0
  (5, 4)	1.0
  (6, 5)	1.0
  (7, 11)	1.0
  (9, 3)	1.0
  (10, 1)	1.0
  (12, 11)	1.0
  (13, 10)	1.0
  (17, 6)	1.0
  (20, 7)	1.0
  (23, 8)	1.0
  (26, 9)	1.0
  (29, 5)	1.0
  (30, 2)	1.0
  (31, 0)	1.0
  (33, 9)	1.0
  (34, 11)	1.0
  (35, 10)	1.0
  (36, 0)	1.0
  (38, 2)	1.0
  (40, 4)	1.0
  (41, 3)	1.0
  (47, 8)	1.0
  (48, 8)	1.0
  (50, 1)	1.0
  (55, 6)	1.0
  (56, 6)	1.0"
39,Panecillos de Pollo con Salsa Barbacoa _ Receta de Cocina en Familia.txt,la receta que mamá se lo hizo rico panecillos de pollo con salsa barbacoa y para ello tengo aquí lo siguiente ingredientes tengo una hoja tipo de pizza media pechuga de pollo que pesa 450 gramos una cebolla que pesa 100 gramos 3 cucharadas de sal una cucharada de salsa de soja y una cucharada simplemente no puedo decir muy poco tiempo utilizarla suscríbete para recibir las notificaciones,"['recet', 'mam', 'hiz', 'ric', 'panecill', 'poll', 'sals', 'barbaco', 'ello', 'aqu', 'siguient', 'ingredient', 'hoj', 'tip', 'pizz', 'medi', 'pechug', 'poll', 'pes', '450', 'gram', 'ceboll', 'pes', '100', 'gram', '3', 'cuchar', 'sal', 'cuchar', 'sals', 'soj', 'cuchar', 'simplement', 'pued', 'dec', 'tiemp', 'utiliz', 'suscribet', 'recib', 'notif']","  (0, 21)	1.0
  (1, 12)	1.0
  (2, 9)	1.0
  (3, 23)	1.0
  (4, 15)	1.0
  (5, 19)	1.0
  (6, 25)	1.0
  (7, 3)	1.0
  (8, 7)	1.0
  (9, 2)	1.0
  (10, 26)	1.0
  (11, 11)	1.0
  (12, 10)	1.0
  (13, 31)	1.0
  (14, 18)	1.0
  (15, 13)	1.0
  (16, 16)	1.0
  (17, 19)	1.0
  (18, 17)	1.0
  (19, 1)	1.0
  (20, 8)	1.0
  (21, 4)	1.0
  (22, 17)	1.0
  (23, 0)	1.0
  (24, 8)	1.0
  (26, 5)	1.0
  (27, 24)	1.0
  (28, 5)	1.0
  (29, 25)	1.0
  (30, 28)	1.0
  (31, 5)	1.0
  (32, 27)	1.0
  (33, 20)	1.0
  (34, 6)	1.0
  (35, 30)	1.0
  (36, 32)	1.0
  (37, 29)	1.0
  (38, 22)	1.0
  (39, 14)	1.0"
40,Gambas al Horno con Ajo y Perejil _ Receta de Cocina en Familia.txt,ya retiré Llévame a servicio una rica gambas al horno con ajo y perejil y para ello tengo aquí lo siguiente ingredientes tengo una hoja todo se la pones grande luego tengo el vientre hermoso te amo perejil fresco y aceite de oliva virgen simplemente con eso ingredientes voy a preparar una rica grasas y esto se prepara en poco tiempo no tenemos humo y olor fuerte en la cocina y está loco riquísima empiezo un poco de aceite la parte baja para que lo tomé la cama un poco igual que la parte baja de la cama necesita muy poca sal escurrida pero no le he dado nada lo dejaré como bien y así puesto que queda muy bien para ponerla y servirla le pongo encima temperatura muy baja en el momento de servir notificaciones,"['ret', 'llevam', 'servici', 'ric', 'gamb', 'horn', 'ajo', 'perejil', 'ello', 'aqu', 'siguient', 'ingredient', 'hoj', 'pon', 'grand', 'lueg', 'vientr', 'hermos', 'amo', 'perejil', 'fresc', 'aceit', 'oliv', 'virg', 'simplement', 'ingredient', 'voy', 'prepar', 'ric', 'gras', 'prep', 'tiemp', 'hum', 'olor', 'fuert', 'cocin', 'loc', 'riquisim', 'empiez', 'aceit', 'part', 'baj', 'tom', 'cam', 'igual', 'part', 'baj', 'cam', 'necesit', 'poc', 'sal', 'escurr', 'dad', 'dej', 'bien', 'asi', 'puest', 'qued', 'bien', 'pon', 'serv', 'pong', 'encim', 'temperatur', 'baj', 'moment', 'serv', 'notif']","  (3, 8)	1.0
  (7, 6)	1.0
  (11, 4)	1.0
  (13, 7)	1.0
  (19, 6)	1.0
  (21, 0)	1.0
  (25, 4)	1.0
  (28, 8)	1.0
  (39, 0)	1.0
  (40, 5)	1.0
  (41, 1)	1.0
  (43, 3)	1.0
  (45, 5)	1.0
  (46, 1)	1.0
  (47, 3)	1.0
  (54, 2)	1.0
  (58, 2)	1.0
  (59, 7)	1.0
  (60, 9)	1.0
  (64, 1)	1.0
  (66, 9)	1.0"
41,MUHAMMARA paté de pimientos asados y nueces.txt,hola chicos hoy vamos a preparar muhammara o mahamara no tengo muy claro que nosotros noche es un paté de pimientos asados y nueces necesitaremos como unos 400 gramos de pimientos y nos 100 de muertes un par de rebanadas de pan integral de molde un ajito una granada medio limón un poco de azúcar sal aceite de oliva virgen extra por todo el camino y un poquitín de pimentón de la Vera exprimidor y al mediodía vale he puesto nunca cita y me voy a poner un par de cucharaditas solo cucharada de azúcar y os cuento que esto es una receta Siria y él sigue Z original lleva como una melaza de Granada o algo parecido y lo encontrado así que no lo vamos a fabricar cafetito me pongo al fuego súper bajito empecemos todo normal bueno ahora la batidora ponemos los pimientos vamos a quitar todo lo que lo repite pequeñita que tiene entonces una puntita he comido aquí tengo el pan estando en el tostador del desayuno venga dentro y mira a ver otro pelín probarlo de esa idea ya puedes ponerlo a vuestro gusto bueno estupendamente y ya tengo otro entrante para la feria de Granada que me guarde antes de sacarle el culo le vamos a poner te lo digo y reservéis con mogollón de todo y tenéis de citara de 10 y pico y todo lo que se os ocurra y nada y espero que os guste tanto como a nosotros,"['hol', 'chic', 'hoy', 'vam', 'prepar', 'muhamm', 'maham', 'clar', 'noch', 'pat', 'pimient', 'asad', 'nuec', 'necesit', '400', 'gram', 'pimient', '100', 'muert', 'par', 'reban', 'pan', 'integral', 'mold', 'ajit', 'gran', 'medi', 'limon', 'azuc', 'sal', 'aceit', 'oliv', 'virg', 'extra', 'camin', 'poquitin', 'pimenton', 'ver', 'exprimidor', 'mediod', 'val', 'puest', 'nunc', 'cit', 'voy', 'pon', 'par', 'cucharadit', 'sol', 'cuchar', 'azuc', 'cuent', 'recet', 'siri', 'sig', 'z', 'original', 'llev', 'melaz', 'gran', 'parec', 'encontr', 'asi', 'vam', 'fabric', 'cafetit', 'pong', 'fueg', 'sup', 'bajit', 'empec', 'normal', 'buen', 'ahor', 'batidor', 'pon', 'pimient', 'vam', 'quit', 'repit', 'pequeñit', 'entonc', 'puntit', 'com', 'aqu', 'pan', 'tostador', 'desayun', 'veng', 'dentr', 'mir', 'ver', 'pelin', 'prob', 'ide', 'pued', 'pon', 'gust', 'buen', 'estupend', 'entrant', 'feri', 'gran', 'guard', 'sac', 'cul', 'vam', 'pon', 'dig', 'reserv', 'mogollon', 'cit', '10', 'pic', 'ocurr', 'esper', 'gust']","  (3, 3)	1.0
  (10, 1)	1.0
  (16, 1)	1.0
  (25, 0)	1.0
  (45, 2)	1.0
  (59, 0)	1.0
  (63, 3)	1.0
  (75, 2)	1.0
  (76, 1)	1.0
  (77, 3)	1.0
  (96, 2)	1.0
  (102, 0)	1.0
  (106, 3)	1.0
  (107, 2)	1.0"
42,Almendras Fritas _ Receta de Cocina en Familia.txt,almendras trituradas,"['almendr', 'tritur']","  (0, 0)	1.0
  (1, 1)	1.0"
43,Habas Fritas _ Receta de Cocina en Familia.txt,Oigan hace un aperitivo Muy económico y rápido y fácil de hacer tengo aquí una vaca 250 G cada tenido en alguna 24 horas y ya está bien hidratada y la sal y aceite de girasol estos tres ingredientes nada más para movilizar para hacer esa rica habas fritas que un aperitivo que sí lo probé y seguro lo encargará bien separar la abejita de la piel si necesita ayuda un cuchillo y sino con la mano eso hay que abrirlo así por la mitad y sale la piel y coge y se le quita la piel y se parte por la mitad es una cosa muy y muy tradicional aquí y murcia a ver si se rompe una No pasa nada se puede aprovechar está muy bueno así la vamos a quitarle la parte de arriba metiéndole el dedo le tira necesario que se utiliza el cuchillo y se van poniendo el aceite y la haba seca y bien pesada freírla es una pequeña leyenda para que se rían bien y no tenés que poner mucha cantidad de aceite ahora con Lucía ninguna no le pongo si le pongo nada más fue allí Claro que tengo preparado con café a solvente y alegre poniendo la casa cuando Coca Cola igual que la almendra se hacen las habas llegue igual están cogiendo Colorado notificaciones,"['oig', 'hac', 'aperit', 'econom', 'rap', 'facil', 'hac', 'aqu', 'vac', '250', 'g', 'cad', 'algun', '24', 'hor', 'bien', 'hidrat', 'sal', 'aceit', 'girasol', 'tres', 'ingredient', 'moviliz', 'hac', 'ric', 'hab', 'frit', 'aperit', 'prob', 'segur', 'encarg', 'bien', 'separ', 'abejit', 'piel', 'si', 'necesit', 'ayud', 'cuchill', 'sin', 'man', 'abrirl', 'asi', 'mit', 'sal', 'piel', 'cog', 'quit', 'piel', 'part', 'mit', 'cos', 'tradicional', 'aqu', 'murci', 'ver', 'si', 'romp', 'pas', 'pued', 'aprovech', 'buen', 'asi', 'vam', 'quit', 'part', 'arrib', 'met', 'ded', 'tir', 'necesari', 'utiliz', 'cuchill', 'van', 'pon', 'aceit', 'hab', 'sec', 'bien', 'pes', 'fre', 'pequeñ', 'leyend', 'rian', 'bien', 'tenes', 'pon', 'much', 'cantid', 'aceit', 'ahor', 'luc', 'ningun', 'pong', 'si', 'pong', 'alli', 'clar', 'prepar', 'caf', 'solvent', 'alegr', 'pon', 'cas', 'coc', 'col', 'igual', 'almendr', 'hac', 'hab', 'lleg', 'igual', 'cog', 'color', 'notif']","  (1, 3)	1.0
  (6, 3)	1.0
  (15, 1)	1.0
  (18, 0)	1.0
  (23, 3)	1.0
  (25, 2)	1.0
  (31, 1)	1.0
  (34, 4)	1.0
  (35, 6)	1.0
  (45, 4)	1.0
  (48, 4)	1.0
  (56, 6)	1.0
  (74, 5)	1.0
  (75, 0)	1.0
  (76, 2)	1.0
  (78, 1)	1.0
  (84, 1)	1.0
  (86, 5)	1.0
  (89, 0)	1.0
  (94, 6)	1.0
  (102, 5)	1.0
  (108, 3)	1.0
  (109, 2)	1.0"
44,Espárragos con soja _ Receta de Cocina en Familia.txt,nuevo sencillo de preparar,"['nuev', 'sencill', 'prepar']","  (0, 0)	1.0
  (1, 2)	1.0
  (2, 1)	1.0"
45,Gambones al MICROONDAS _facilísimo!!.txt,hola chicos he abierto congelador y bueno se acaba un rato y me he encontrado unos gambones y digo pues voy a hacer nos va a hacer rapidito ingredientes salsa al vino rosa no se conocieron un rato antes depende del tiempo que tengáis en nuestro caso va a ser una hora ya están bien en los chinos en Badalona con las manitas y eso sí antes de que lavarse las manos no hacemos la valgoma cena de jean y una horita más o menos decir que cojan saborcillo diferencia es que en vez de en el horno lo metemos en el microondas solamente por su cápita tres minutitos y sinful bueno y es que por otro lado estamos 3:30 va y estamos haciendo puntillitas y ahora un poquito de sal gorda yo tengo está de molinillo qué es como más pija y fuera y se acabó,"['hol', 'chic', 'abiert', 'congel', 'buen', 'acab', 'rat', 'encontr', 'gambon', 'dig', 'pues', 'voy', 'hac', 'va', 'hac', 'rapidit', 'ingredient', 'sals', 'vin', 'ros', 'conoc', 'rat', 'depend', 'tiemp', 'cas', 'va', 'ser', 'hor', 'bien', 'chin', 'badalon', 'manit', 'lav', 'man', 'hac', 'valgom', 'cen', 'jean', 'horit', 'men', 'dec', 'coj', 'saborcill', 'diferent', 'vez', 'horn', 'met', 'microond', 'sol', 'capit', 'tres', 'minutit', 'sinful', 'buen', 'lad', '3', '30', 'va', 'hac', 'puntillit', 'ahor', 'poquit', 'sal', 'gord', 'molinill', 'pij', 'acab']","  (4, 1)	1.0
  (5, 0)	1.0
  (6, 3)	1.0
  (12, 2)	1.0
  (13, 4)	1.0
  (14, 2)	1.0
  (21, 3)	1.0
  (25, 4)	1.0
  (34, 2)	1.0
  (53, 1)	1.0
  (57, 4)	1.0
  (58, 2)	1.0
  (66, 0)	1.0"
46,Sopa fría de MELÓN 🍈.txt,hola chicos ya llegó el calor y el melón así que vamos a hacer una sopita fría súper refrescante que ahora apetece solo encender la cocina este tinta con una cuchara le vamos a sacar las pepitas ahora le vamos a partir en trozos más pequeños para poder manejarlo mejor y yo le voy a quitar la piel igual que si me los para comer para mí en La Paz y este cuarto lo voy a dejar para la misión y lo que sobre para comérmelo fresquito y ahora le vamos a poner y yogur natural se puede hacer sin él pero entonces para mi gusto queda un poco aguachirri el mío y un pellizquito vamos a ponerle un ajo y muy chiquitito e iremos a quitar esto qué es lo que repite yo lo voy a hacer con la batidora por es hacerlo en un más América y rojo como quieras ya está todo bien triturada mañana le vamos a poner vamos haciendo una mesa va a quedar más frondoso todavía no está pues bien y me lo llevo y ahora unas bolitas a la guarnición y no tienes un cacharrito por las dos cuadritos nada y ya sabes al menos le van muy bien las cosas a la vez a mí también me sientan genial así te coges un puñadito hijos y dos y pruebas está combinación así cambia esta mañana vamos a montar unas noches acompañamiento perfectas acaso una bolita de melón una hojita de menta en los toros decoración el aroma le vale va un langostino y repetimos la operación vamos a cortar hueso correo a mis primos entonces pequeñito que como es fácil vamos a poner nuestra cremita vamos a poner unos ratitos de melón y nuestros gustos no unas gotitas de aceite de oliva y no está y nos hemos marcado un plato y los más resultón un momento espero que os guste tanto como a nosotros,"['hol', 'chic', 'lleg', 'calor', 'melon', 'asi', 'vam', 'hac', 'sopit', 'fri', 'sup', 'refresc', 'ahor', 'apetec', 'sol', 'encend', 'cocin', 'tint', 'cuch', 'vam', 'sac', 'pepit', 'ahor', 'vam', 'part', 'troz', 'pequeñ', 'pod', 'manej', 'mejor', 'voy', 'quit', 'piel', 'igual', 'si', 'com', 'paz', 'cuart', 'voy', 'dej', 'mision', 'comermel', 'fresquit', 'ahor', 'vam', 'pon', 'yogur', 'natural', 'pued', 'hac', 'entonc', 'gust', 'qued', 'aguachirri', 'pellizquit', 'vam', 'pon', 'ajo', 'chiquitit', 'irem', 'quit', 'repit', 'voy', 'hac', 'batidor', 'hac', 'amer', 'roj', 'quier', 'bien', 'tritur', 'mañan', 'vam', 'pon', 'vam', 'hac', 'mes', 'va', 'qued', 'frondos', 'todav', 'pues', 'bien', 'llev', 'ahor', 'unas', 'bolit', 'guarnicion', 'cacharrit', 'dos', 'cuadrit', 'sab', 'men', 'van', 'bien', 'cos', 'vez', 'sient', 'genial', 'asi', 'cog', 'puñadit', 'hij', 'dos', 'prueb', 'combin', 'asi', 'cambi', 'mañan', 'vam', 'mont', 'unas', 'noch', 'acompañ', 'perfect', 'acas', 'bolit', 'melon', 'hojit', 'ment', 'tor', 'decor', 'arom', 'val', 'va', 'langostin', 'repet', 'oper', 'vam', 'cort', 'hues', 'corre', 'prim', 'entonc', 'pequeñit', 'facil', 'vam', 'pon', 'cremit', 'vam', 'pon', 'ratit', 'melon', 'gust', 'unas', 'gotit', 'aceit', 'oliv', 'marc', 'plat', 'resulton', 'moment', 'esper', 'gust']","  (6, 3)	1.0
  (7, 1)	1.0
  (12, 0)	1.0
  (19, 3)	1.0
  (22, 0)	1.0
  (23, 3)	1.0
  (43, 0)	1.0
  (44, 3)	1.0
  (45, 2)	1.0
  (49, 1)	1.0
  (55, 3)	1.0
  (56, 2)	1.0
  (63, 1)	1.0
  (65, 1)	1.0
  (72, 3)	1.0
  (73, 2)	1.0
  (74, 3)	1.0
  (75, 1)	1.0
  (84, 0)	1.0
  (109, 3)	1.0
  (128, 3)	1.0
  (136, 3)	1.0
  (137, 2)	1.0
  (139, 3)	1.0
  (140, 2)	1.0"
47,"Aperitivo fácil, rápido y que gustará a todos‼️.txt",hola chicos aquí tengo Revilla hacemos arriba si vamos a empezar a darles un poquito de sabor vamos a poner unas hojitas de al lado no estás más gorda y le voy a poner por aquí tres macutos estoy aquí de hierbas que lleva un poquito y pimienta que nunca puede faltar y levanta me gusta mucho ya veréis está predicho bajo nos vamos a marca la nevera preparado unos días antes de que tengáis vida y tú fíjate que dice quién es esto ponemos la Macarena que he cogido ya un favor tremendo y tomatitos estos son muy pequeños te quiero y tengo que son amarillitos me voy a poner a la mitad y ahora nada le vamos a poner un poquito de aceite por encima sabes lo que está muy bueno esta fecha también en las tostadas hojita de albahaca y tenemos una semana estamos tardando en preparar 5 minutos escasos poner estás con soja pero bueno como muy mona como nosotros,"['hol', 'chic', 'aqu', 'revill', 'hac', 'arrib', 'si', 'vam', 'empez', 'darl', 'poquit', 'sabor', 'vam', 'pon', 'unas', 'hojit', 'lad', 'gord', 'voy', 'pon', 'aqu', 'tres', 'macut', 'aqu', 'hierb', 'llev', 'poquit', 'pimient', 'nunc', 'pued', 'falt', 'levant', 'gust', 'ver', 'predich', 'baj', 'vam', 'marc', 'never', 'prepar', 'dias', 'vid', 'fijat', 'dic', 'quien', 'pon', 'macaren', 'cog', 'favor', 'tremend', 'tomatit', 'pequeñ', 'quier', 'amarillit', 'voy', 'pon', 'mit', 'ahor', 'vam', 'pon', 'poquit', 'aceit', 'encim', 'sab', 'buen', 'fech', 'tost', 'hojit', 'albahac', 'seman', 'tard', 'prepar', '5', 'minut', 'escas', 'pon', 'soj', 'buen', 'mon']","  (2, 0)	1.0
  (7, 6)	1.0
  (10, 4)	1.0
  (12, 6)	1.0
  (13, 3)	1.0
  (15, 2)	1.0
  (18, 7)	1.0
  (19, 3)	1.0
  (20, 0)	1.0
  (23, 0)	1.0
  (26, 4)	1.0
  (36, 6)	1.0
  (39, 5)	1.0
  (45, 3)	1.0
  (54, 7)	1.0
  (55, 3)	1.0
  (58, 6)	1.0
  (59, 3)	1.0
  (60, 4)	1.0
  (64, 1)	1.0
  (67, 2)	1.0
  (71, 5)	1.0
  (75, 3)	1.0
  (77, 1)	1.0"
48,Calamares a la Plancha con Ajo y Perejil _ Receta de Cocina en Familia.txt,la receta qué van a hacer hoy son los calamares a la plancha con ajo y perejil y pararse esa receta tengo aquí lo siguiente ingredientes 500 g de calamares yo aquí tengo la heladería separada Está todo limpio y preparado para utilizar luego tengo tres dientes de ajo hermoso una hoja de perejil y aceite de oliva,"['recet', 'van', 'hac', 'hoy', 'calamar', 'planch', 'ajo', 'perejil', 'par', 'recet', 'aqu', 'siguient', 'ingredient', '500', 'g', 'calamar', 'aqu', 'helad', 'separ', 'limpi', 'prepar', 'utiliz', 'lueg', 'tres', 'dient', 'ajo', 'hermos', 'hoj', 'perejil', 'aceit', 'oliv']","  (0, 19)	1.0
  (1, 24)	1.0
  (2, 6)	1.0
  (3, 10)	1.0
  (4, 4)	1.0
  (5, 17)	1.0
  (6, 2)	1.0
  (7, 16)	1.0
  (8, 15)	1.0
  (9, 19)	1.0
  (10, 3)	1.0
  (11, 21)	1.0
  (12, 11)	1.0
  (13, 0)	1.0
  (15, 4)	1.0
  (16, 3)	1.0
  (17, 7)	1.0
  (18, 20)	1.0
  (19, 12)	1.0
  (20, 18)	1.0
  (21, 23)	1.0
  (22, 13)	1.0
  (23, 22)	1.0
  (24, 5)	1.0
  (25, 2)	1.0
  (26, 8)	1.0
  (27, 9)	1.0
  (28, 16)	1.0
  (29, 1)	1.0
  (30, 14)	1.0"
49,Montaditos de patata _ Receta de Cocina en Familia.txt,Oigan 91 montaditos de patata,"['oig', '91', 'montadit', 'patat']","  (0, 2)	1.0
  (1, 0)	1.0
  (2, 1)	1.0
  (3, 3)	1.0"
50,Empanada de Espinacas con Pasas _ Receta de Cocina en Familia.txt,la oración de guerra es una rica empanada de espinacas con pasas está rica empanada tengo aquí lo siguiente ingrediente 500 DM 200 suscríbete para recibir las notificaciones,"['oracion', 'guerr', 'ric', 'empan', 'espinac', 'pas', 'ric', 'empan', 'aqu', 'siguient', 'ingredient', '500', 'dm', '200', 'suscribet', 'recib', 'notif']","  (0, 9)	1.0
  (1, 6)	1.0
  (2, 12)	1.0
  (3, 4)	1.0
  (4, 5)	1.0
  (5, 10)	1.0
  (6, 12)	1.0
  (7, 4)	1.0
  (8, 2)	1.0
  (9, 13)	1.0
  (10, 7)	1.0
  (11, 1)	1.0
  (12, 3)	1.0
  (13, 0)	1.0
  (14, 14)	1.0
  (15, 11)	1.0
  (16, 8)	1.0"
51,Gazpacho de FRESAS🍓.txt,hola a todos bueno ya estamos a casi 40 grados no me apetece nada cocina me imagino que nosotros íbamos a hacer una receta fresquita y rápida que llevas solo esto que dice aquí son como 800 g de tomate la mitad más o menos de fresas y media cebolleta fresca on ajo y dos juntitas de pimiento uno verde y uno rojo aceite de oliva virgen extra vinagre de jerez y sal nos hemos partido los tomates en cuartos los pimientos pequeños bueno pequeños trocitos la habitación y al ajo que le hemos sacado el germen para que no repita podéis ponerle Cetino al que le gusta el pepino es que nosotros no nos gusta porque a Javi lo que tú te monto básicamente y nada vamos a ir poniendo en este caso vamos a hacerlo en la monsier cousine Connect pero podéis hacerlo en cualquier trasto que pueda batir tomate para dentro dentro todo lo que teníamos en la tabla fresas cortadas y van a ir para adentro también acordaron de aparcar unas poquitas para luego la presentación final cucharadita te sale me gustó como la tortilla cada uno tiene su propia ay que le gusta a mi gato le gusta menos eso es 30 segunditos subiendo la velocidad poco a poco vale el que sea batidora Minipimer pues a lavarle el bracito no es que se me había olvidado el aceite el aceite lo pongo al final del todo porque sino el color cambiará bastante y se pondrán magia yo lo pongo al final que son como otro se nos cincuenta y lo pongo y lo vuelve a batir yo no le pongo ni pan ni agua porque creo que no necesita le voy a dar nada todo está tanto nada estoy hablando con nada bueno voy a ir eligiendo tiene un nombre pero no sé cómo se llama es la parte del corazón tomate corazón crema de Módena vamos a poner cosas un poco por ejemplo a ver ese pulso un chorro en directo cierra muy bien está,"['hol', 'buen', 'casi', '40', 'grad', 'apetec', 'cocin', 'imagin', 'ibam', 'hac', 'recet', 'fresquit', 'rap', 'llev', 'sol', 'dic', 'aqu', '800', 'g', 'tomat', 'mit', 'men', 'fres', 'medi', 'cebollet', 'fresc', 'on', 'ajo', 'dos', 'juntit', 'pimient', 'verd', 'roj', 'aceit', 'oliv', 'virg', 'extra', 'vinagr', 'jerez', 'sal', 'part', 'tomat', 'cuart', 'pimient', 'pequeñ', 'buen', 'pequeñ', 'trocit', 'habit', 'ajo', 'sac', 'germ', 'repit', 'pod', 'pon', 'cetin', 'gust', 'pepin', 'gust', 'javi', 'mont', 'basic', 'vam', 'ir', 'pon', 'cas', 'vam', 'hac', 'monsi', 'cousin', 'connect', 'pod', 'hac', 'cualqui', 'trast', 'pued', 'bat', 'tomat', 'dentr', 'dentr', 'tabl', 'fres', 'cort', 'van', 'ir', 'adentr', 'acord', 'aparc', 'unas', 'poquit', 'lueg', 'present', 'final', 'cucharadit', 'sal', 'gust', 'tortill', 'cad', 'propi', 'ay', 'gust', 'gat', 'gust', 'men', '30', 'segundit', 'sub', 'veloc', 'val', 'batidor', 'minipim', 'pues', 'lav', 'bracit', 'olvid', 'aceit', 'aceit', 'pong', 'final', 'sin', 'color', 'cambi', 'bastant', 'pondran', 'magi', 'pong', 'final', 'cincuent', 'pong', 'vuelv', 'bat', 'pong', 'pan', 'agu', 'cre', 'necesit', 'voy', 'dar', 'habl', 'buen', 'voy', 'ir', 'elig', 'nombr', 'se', 'com', 'llam', 'part', 'corazon', 'tomat', 'corazon', 'crem', 'moden', 'vam', 'pon', 'cos', 'ejempl', 'ver', 'puls', 'chorr', 'direct', 'cierr', 'bien']","  (19, 2)	1.0
  (41, 2)	1.0
  (56, 0)	1.0
  (58, 0)	1.0
  (77, 2)	1.0
  (95, 0)	1.0
  (100, 0)	1.0
  (102, 0)	1.0
  (117, 1)	1.0
  (125, 1)	1.0
  (128, 1)	1.0
  (131, 1)	1.0
  (149, 2)	1.0"
