,Titulo,Texto,textoPLN,tf-idf
  (2, 1)	1.0
  (5, 2)	1.0
  (30, 1)	1.0
  (41, 3)	1.0
  (80, 1)	1.0
  (83, 3)	1.0
  (85, 0)	1.0
  (99, 2)	1.0
  (115, 0)	1.0
  (123, 0)	1.0
  (134, 3)	1.0
  (149, 3)	1.0
  (157, 0)	1.0
  (178, 0)	1.0
  (203, 3)	1.0
  (235, 3)	1.0
  (241, 3)	1.0
  (264, 2)	1.0
  (281, 2)	1.0
  (285, 2)	1.0
  (291, 2)	1.0
  (297, 1)	1.0
  (324, 3)	1.0
  (328, 1)	1.0
  (336, 3)	1.0
  (339, 1)	1.0
  (346, 1)	1.0
  (350, 3)	1.0
  (357, 0)	1.0
  (376, 0)	1.0
  (395, 2)	1.0
  (399, 0)	1.0
  (402, 1)	1.0
  (405, 2)	1.0
  (406, 0)	1.0
  (408, 1)	1.0
  (409, 2)	1.0"
38,PATATAS 🥔🥚👩‍🍳A LA IMPORTANCIA (OLLA EXPRÉS).txt,voy a preparar patatas a la importancia tengo aquí dos patatas ya peladas aceite 2 huevos para rebozar las patatas otro huevo que coceremos harina azafrán ajos Laurel perejil cebolla y sal hemos cortado las patatas en rodajitas y ahora las vamos a jalar y una vez saladas las pasaremos por harina por huevo y las pondremos a freír en una sartén con aceite bien calentico les acudimos el exceso de harina y al huevo y a continuación a freír la conformación están friendo por los dos lados las vamos a retirar escurriendo leche el aceite a una cazuela o a una olla se puede hacer en cualquiera de los dos utensilios yo los voy a hacer en olla Exprés ya tenemos en la olla todas las patatas rebozadas y ahora vamos a hacer la salsa para preparar la salsa hemos puesto un diente de ajo picadito en una sartén con un poco aceite y ahora añadimos media cebolla picada salvaremos un poquito de sal y dejaremos que se fría que poner un diente de ajo y el perejil y ahora lo voy a sacar Ya diré Ya tenemos fritas y azafrán ya continuación con agua,"['voy', 'prepar', 'patat', 'import', 'aqu', 'dos', 'patat', 'pel', 'aceit', '2', 'huev', 'reboz', 'patat', 'huev', 'coc', 'harin', 'azafran', 'ajos', 'laurel', 'perejil', 'ceboll', 'sal', 'cort', 'patat', 'rodajit', 'ahor', 'vam', 'jal', 'vez', 'sal', 'pas', 'harin', 'huev', 'pondr', 'freir', 'sarten', 'aceit', 'bien', 'calent', 'acud', 'exces', 'harin', 'huev', 'continu', 'freir', 'conform', 'friend', 'dos', 'lad', 'vam', 'retir', 'escurr', 'lech', 'aceit', 'cazuel', 'olla', 'pued', 'hac', 'cualqu', 'dos', 'utensili', 'voy', 'hac', 'olla', 'expres', 'olla', 'tod', 'patat', 'reboz', 'ahor', 'vam', 'hac', 'sals', 'prepar', 'sals', 'puest', 'dient', 'ajo', 'picadit', 'sarten', 'aceit', 'ahor', 'añad', 'medi', 'ceboll', 'pic', 'salv', 'poquit', 'sal', 'dej', 'fri', 'pon', 'dient', 'ajo', 'perejil', 'ahor', 'voy', 'sac', 'dir', 'frit', 'azafran', 'continu', 'agu']","  (0, 10)	1.0
  (2, 7)	1.0
  (5, 2)	1.0
  (6, 7)	1.0
  (8, 0)	1.0
  (10, 5)	1.0
  (12, 7)	1.0
  (13, 5)	1.0
  (15, 4)	1.0
  (21, 8)	1.0
  (23, 7)	1.0
  (25, 1)	1.0
  (26, 9)	1.0
  (29, 8)	1.0
  (31, 4)	1.0
  (32, 5)	1.0
  (36, 0)	1.0
  (41, 4)	1.0
  (42, 5)	1.0
  (47, 2)	1.0
  (49, 9)	1.0
  (53, 0)	1.0
  (55, 6)	1.0
  (57, 3)	1.0
  (59, 2)	1.0
  (61, 10)	1.0
  (62, 3)	1.0
  (63, 6)	1.0
  (65, 6)	1.0
  (67, 7)	1.0
  (69, 1)	1.0
  (70, 9)	1.0
  (71, 3)	1.0
  (80, 0)	1.0
  (81, 1)	1.0
  (88, 8)	1.0
  (95, 1)	1.0
  (96, 10)	1.0"
39,TABULE O TABBOULEH.🥗👍 Ensalada marroquí. Vegano.txt,voy a preparar tabulé ensalada fría típica de Líbano de Marruecos entonces para hacerla necesitamos cuscús caldito de verduras aceite de oliva pimienta molida al maíz perejil tomatitos en este caso Cherry unas Olivas negras de pino unos garbanzos cocidos que tenía yo y los voy a aprovechar para esta ensalada pimiento verde pimiento rojo cebolla y zumo de limón vamos a comenzar preparando el cuscús para ir a tengo así 175 gramos de cuscús tiene una cazuelita puesto 175 ML de caldo de verduras lo Probaré a ver si está bien de sal y Añadir una lloradita pequeñita de aceite cuando hierva a borbotones retiraré la cazuela del fuego y leña diré el cuscús ya está hirviendo el caldo Así que lo retiramos y le vamos a yadir el cuscús ahora lo taparemos y en tres o cuatro minutos lo tendremos ya hecho explicado un trocito de cebolla muy pequeñito tiene que ser a trocitos chiquilines y ahora vamos a poner la cebolla en un tazón con agua y sal y la vamos a dejar Pues nada unos minutos para que pierdan la fuerza que tiene la cebolla o sea más suave a la hora de comer transcurridos unos minutos ya tenemos hidratado el cuscús y ahora lo vamos a pasar a una fuente para extenderlo bien y ayudándonos de un tenedor lo vamos a ir soltando porque ahora veréis que estás como apelmazado porque hay que soltarlo para que queden bien y disfrutes dijo una vez hemos soltado todos los granitos ahora vamos a dejar que se enfríe bien para posteriormente ir añadiéndole las verduras Así que a continuación vamos a ir picando el pepino un trozo de pimiento rojo pimiento verde los tomates cherrys que los cortaremos en cuatro trocitos y abundante perejil todo yo lo cortaremos pequeñito tenemos ya no seas las verduritas ahora vamos a escurrir el agua a la cebolla y todas estas verduritas el perejil el pimiento rojo el pepino el pimiento verde y los tomatitos troceadas junto con la cebolla lo vamos Añadir a nuestra fuente que tiene el cuscús unas Olivas negras una cucharada de maíz y le añadiré también los garbancitos que tenía cocido ya hemos añadido todos los ingredientes ahora le vamos a poner zumo de limón exprimido medio limón y se lo ponemos a nuestra ensalada ahora le voy a hacer variar también pimienta molida y le añadiré una buena chorrada de aceite de oliva removere todo muy bien y Probaré a ver si ya hace falta sal o más sumo o más aceite depende del gusto de cada uno aquí tenemos ya terminada nuestra ensalada de cuscús o tabulé le añadido generosamente aceite de oliva la pimienta molida y le Añadir un poquito más pesado y para mí estaría perfecta Así que ahora la voy a tapar con un papel film y la voy a dejar enfriar bien en la nevera para comerla bien fresquita aquí os muestro un modelo de presentación y cogido dos hojitas de hoy o de lechuguita Y entonces en cada hojita el puesto pues unas cucharadas de de tabulé Y ya ves que que era muy bonito muy refrescante y espero que el guste mucho,"['voy', 'prepar', 'tabul', 'ensal', 'fri', 'tipic', 'liban', 'marruec', 'entonc', 'hac', 'necesit', 'cuscus', 'caldit', 'verdur', 'aceit', 'oliv', 'pimient', 'mol', 'maiz', 'perejil', 'tomatit', 'cas', 'cherry', 'unas', 'oliv', 'negr', 'pin', 'garbanz', 'coc', 'voy', 'aprovech', 'ensal', 'pimient', 'verd', 'pimient', 'roj', 'ceboll', 'zum', 'limon', 'vam', 'comenz', 'prepar', 'cuscus', 'ir', 'asi', '175', 'gram', 'cuscus', 'cazuelit', 'puest', '175', 'ml', 'cald', 'verdur', 'prob', 'ver', 'si', 'bien', 'sal', 'añad', 'lloradit', 'pequeñit', 'aceit', 'hierv', 'borboton', 'retir', 'cazuel', 'fueg', 'leñ', 'dir', 'cuscus', 'hirv', 'cald', 'asi', 'retir', 'vam', 'yad', 'cuscus', 'ahor', 'tap', 'tres', 'cuatr', 'minut', 'hech', 'explic', 'trocit', 'ceboll', 'pequeñit', 'ser', 'trocit', 'chiquilin', 'ahor', 'vam', 'pon', 'ceboll', 'tazon', 'agu', 'sal', 'vam', 'dej', 'pues', 'minut', 'pierd', 'fuerz', 'ceboll', 'suav', 'hor', 'com', 'transcurr', 'minut', 'hidrat', 'cuscus', 'ahor', 'vam', 'pas', 'fuent', 'extend', 'bien', 'ayud', 'tenedor', 'vam', 'ir', 'solt', 'ahor', 'ver', 'apelmaz', 'solt', 'qued', 'bien', 'disfrut', 'dij', 'vez', 'solt', 'granit', 'ahor', 'vam', 'dej', 'enfri', 'bien', 'posterior', 'ir', 'añad', 'verdur', 'asi', 'continu', 'vam', 'ir', 'pic', 'pepin', 'troz', 'pimient', 'roj', 'pimient', 'verd', 'tomat', 'cherrys', 'cort', 'cuatr', 'trocit', 'abund', 'perejil', 'cort', 'pequeñit', 'verdurit', 'ahor', 'vam', 'escurr', 'agu', 'ceboll', 'tod', 'verdurit', 'perejil', 'pimient', 'roj', 'pepin', 'pimient', 'verd', 'tomatit', 'troc', 'junt', 'ceboll', 'vam', 'añad', 'fuent', 'cuscus', 'unas', 'oliv', 'negr', 'cuchar', 'maiz', 'añad', 'garbancit', 'coc', 'añad', 'ingredient', 'ahor', 'vam', 'pon', 'zum', 'limon', 'exprim', 'medi', 'limon', 'pon', 'ensal', 'ahor', 'voy', 'hac', 'vari', 'pimient', 'mol', 'añad', 'buen', 'chorr', 'aceit', 'oliv', 'remover', 'bien', 'prob', 'ver', 'si', 'hac', 'falt', 'sal', 'sum', 'aceit', 'depend', 'gust', 'cad', 'aqu', 'termin', 'ensal', 'cuscus', 'tabul', 'añad', 'gener', 'aceit', 'oliv', 'pimient', 'mol', 'añad', 'poquit', 'pes', 'perfect', 'asi', 'ahor', 'voy', 'tap', 'papel', 'film', 'voy', 'dej', 'enfri', 'bien', 'never', 'com', 'bien', 'fresquit', 'aqu', 'muestr', 'model', 'present', 'cog', 'dos', 'hojit', 'hoy', 'lechuguit', 'entonc', 'cad', 'hojit', 'puest', 'pues', 'unas', 'cuchar', 'tabul', 'ves', 'bonit', 'refresc', 'esper', 'gust']","  (11, 4)	1.0
  (16, 5)	1.0
  (32, 5)	1.0
  (34, 5)	1.0
  (36, 3)	1.0
  (39, 6)	1.0
  (42, 4)	1.0
  (47, 4)	1.0
  (57, 2)	1.0
  (59, 1)	1.0
  (70, 4)	1.0
  (75, 6)	1.0
  (77, 4)	1.0
  (78, 0)	1.0
  (86, 3)	1.0
  (91, 0)	1.0
  (92, 6)	1.0
  (94, 3)	1.0
  (98, 6)	1.0
  (104, 3)	1.0
  (111, 4)	1.0
  (112, 0)	1.0
  (113, 6)	1.0
  (117, 2)	1.0
  (120, 6)	1.0
  :	:
  (152, 5)	1.0
  (164, 0)	1.0
  (165, 6)	1.0
  (168, 3)	1.0
  (172, 5)	1.0
  (175, 5)	1.0
  (180, 3)	1.0
  (181, 6)	1.0
  (182, 1)	1.0
  (184, 4)	1.0
  (190, 1)	1.0
  (193, 1)	1.0
  (195, 0)	1.0
  (196, 6)	1.0
  (205, 0)	1.0
  (209, 5)	1.0
  (211, 1)	1.0
  (217, 2)	1.0
  (232, 4)	1.0
  (234, 1)	1.0
  (238, 5)	1.0
  (240, 1)	1.0
  (245, 0)	1.0
  (253, 2)	1.0
  (256, 2)	1.0"
40,PASTA FRESCA AL HUEVO CASERA.txt,voy a preparar pasta fresca para yo voy a necesitar 200 gramos de harina normal dos huevos una pizca de sal y dos cucharadas de aceite de oliva en un recipiente hemos puesto los 200 gramos de harina los dos huevos enteros las dos cucharadas de aceite y una pizca de sal ahora estoy que mezclarlo bien con Una cucharita de palo o con las manos porque luego hay que amasarlo yo en mi caso Cómo tengo las Varillas de amasar por ayudarme de ella pero que ese país que se puede hacer perfectamente a mano Así que ahora amasar hasta que nos quede una masa compacta y que no se pegue una vez hemos ya marchado bien la masa ves que todavía Se te antojó depende del tamaño de los huevos y los huevos son grandes ahora al genial y le un poquito más de harina Vamos haciendo lo de poquito en poquito hasta que no se nos pegue sí por el contrario ves que se queda muy seca la masa es unas gotitas de agua y las ovejas y amasar no hay ningún problema bueno ya ves que no se pega solutamente nada y que está sin mica Ahora la vamos a dejar como Mínimo media hora reposando tapar con papel film de media hora a una hora aproximada que tengo uno de ellos tenemos que dejar la muy fina con paciencia poco a poco sí nos hace falta lo máximo posible MM y ahora vamos a empezar a hacer dobleces para luego cortar los tallarines Entonces ya ves A ver ahora el proceso es muy sencillo pero hay que tener cuidado entonces para hacer ahora los quieres para cortarla nos ayudamos Siempre un poquito de harina para que no se nos esperen y hacemos así una doble y hay otro poquito de harina y hacemos otra Robles un poquito más sin prender no hay que prestar las dobles es que vamos haciendo ahora podemos coger también por el otro lado y hacer lo mismo vamos doblando y espolvoreando Alina hacemos otra dobles sobre los polvorines tiritas muy fina,"['voy', 'prepar', 'past', 'fresc', 'voy', 'necesit', '200', 'gram', 'harin', 'normal', 'dos', 'huev', 'pizc', 'sal', 'dos', 'cuchar', 'aceit', 'oliv', 'recipient', 'puest', '200', 'gram', 'harin', 'dos', 'huev', 'enter', 'dos', 'cuchar', 'aceit', 'pizc', 'sal', 'ahor', 'mezcl', 'bien', 'cucharit', 'pal', 'man', 'lueg', 'amas', 'cas', 'com', 'varill', 'amas', 'ayud', 'pais', 'pued', 'hac', 'perfect', 'man', 'asi', 'ahor', 'amas', 'qued', 'mas', 'compact', 'peg', 'vez', 'march', 'bien', 'mas', 'ves', 'todav', 'antoj', 'depend', 'tamañ', 'huev', 'huev', 'grand', 'ahor', 'genial', 'poquit', 'harin', 'vam', 'hac', 'poquit', 'poquit', 'peg', 'contrari', 'ves', 'qued', 'sec', 'mas', 'unas', 'gotit', 'agu', 'ovej', 'amas', 'ningun', 'problem', 'buen', 'ves', 'peg', 'solut', 'mic', 'ahor', 'vam', 'dej', 'minim', 'medi', 'hor', 'rep', 'tap', 'papel', 'film', 'medi', 'hor', 'hor', 'aproxim', 'dej', 'fin', 'pacienci', 'hac', 'falt', 'maxim', 'posibl', 'mm', 'ahor', 'vam', 'empez', 'hac', 'doblec', 'lueg', 'cort', 'tallarin', 'entonc', 'ves', 'ver', 'ahor', 'proces', 'sencill', 'ten', 'cuid', 'entonc', 'hac', 'ahor', 'quier', 'cort', 'ayud', 'siempr', 'poquit', 'harin', 'esper', 'hac', 'asi', 'dobl', 'poquit', 'harin', 'hac', 'robl', 'poquit', 'prend', 'prest', 'dobl', 'vam', 'hac', 'ahor', 'pod', 'cog', 'lad', 'hac', 'mism', 'vam', 'dobl', 'espolvor', 'alin', 'hac', 'dobl', 'polvorin', 'tirit', 'fin']","  (8, 5)	1.0
  (10, 3)	1.0
  (11, 6)	1.0
  (14, 3)	1.0
  (22, 5)	1.0
  (23, 3)	1.0
  (24, 6)	1.0
  (26, 3)	1.0
  (31, 0)	1.0
  (38, 1)	1.0
  (42, 1)	1.0
  (46, 4)	1.0
  (50, 0)	1.0
  (51, 1)	1.0
  (60, 9)	1.0
  (65, 6)	1.0
  (66, 6)	1.0
  (68, 0)	1.0
  (70, 7)	1.0
  (71, 5)	1.0
  (72, 8)	1.0
  (73, 4)	1.0
  (74, 7)	1.0
  (75, 7)	1.0
  (78, 9)	1.0
  :	:
  (111, 4)	1.0
  (116, 0)	1.0
  (117, 8)	1.0
  (119, 4)	1.0
  (125, 9)	1.0
  (127, 0)	1.0
  (133, 4)	1.0
  (134, 0)	1.0
  (139, 7)	1.0
  (140, 5)	1.0
  (142, 4)	1.0
  (144, 2)	1.0
  (145, 7)	1.0
  (146, 5)	1.0
  (147, 4)	1.0
  (149, 7)	1.0
  (152, 2)	1.0
  (153, 8)	1.0
  (154, 4)	1.0
  (155, 0)	1.0
  (159, 4)	1.0
  (161, 8)	1.0
  (162, 2)	1.0
  (165, 4)	1.0
  (166, 2)	1.0"
41,PATATAS PANADERA🥔👍 (microondas)Vegano.txt,vamos hacer patatas panadera en el microondas para ello Necesitamos patatas aceite de oliva sal vino blanco cebolla y laurel para hacer las patatas panadera hemos cogido una fuente y hemos puesto un poquito de aceite en la base y hemos incorporado las patatas peladas y lavadas y portadas en rodajitas como de medio centímetro también hemos cortado encaje cocino la cebolla y hemos puesto una hoja de laurel ahora vamos a explorar sale otra cerrada de aceite por encima y un chorrito de agua por boreal por todo otra chorreadita de aceite un poquito de agua y ahora vamos a poner todo esto tapado con papel film pero el papel film le vamos a hacer agujeritos y lo vamos a meter al microondas no 12 minutos a Máxima potencia ya tenemos puesto el papel film y ahora le hacemos así unos agujeros y lo metemos a micro acabamos de sacar del microondas las patatas están blandi Sí más miras cómo entra el tenedor la cebolla también ya ves lo blandi calle chaqueta Así que con 12 minutos han sido suficiente aquí tenemos nuestras patatas panadera blandi Izzi más riquísimas y tan sencillas de hacer que no da ninguna pereza,"['vam', 'hac', 'patat', 'panader', 'microond', 'ello', 'necesit', 'patat', 'aceit', 'oliv', 'sal', 'vin', 'blanc', 'ceboll', 'laurel', 'hac', 'patat', 'panader', 'cog', 'fuent', 'puest', 'poquit', 'aceit', 'bas', 'incorpor', 'patat', 'pel', 'lav', 'port', 'rodajit', 'medi', 'centimetr', 'cort', 'encaj', 'cocin', 'ceboll', 'puest', 'hoj', 'laurel', 'ahor', 'vam', 'explor', 'sal', 'cerr', 'aceit', 'encim', 'chorrit', 'agu', 'boreal', 'chorreadit', 'aceit', 'poquit', 'agu', 'ahor', 'vam', 'pon', 'tap', 'papel', 'film', 'papel', 'film', 'vam', 'hac', 'agujerit', 'vam', 'met', 'microond', '12', 'minut', 'maxim', 'potenci', 'puest', 'papel', 'film', 'ahor', 'hac', 'asi', 'agujer', 'met', 'micr', 'acab', 'sac', 'microond', 'patat', 'blandi', 'mir', 'com', 'entra', 'tenedor', 'ceboll', 'ves', 'blandi', 'call', 'chaquet', 'asi', '12', 'minut', 'sid', 'suficient', 'aqu', 'patat', 'panader', 'blandi', 'izzi', 'riquisim', 'tan', 'sencill', 'hac', 'da', 'ningun', 'perez']","  (0, 11)	1.0
  (1, 5)	1.0
  (2, 9)	1.0
  (3, 7)	1.0
  (4, 6)	1.0
  (7, 9)	1.0
  (8, 0)	1.0
  (13, 3)	1.0
  (15, 5)	1.0
  (16, 9)	1.0
  (17, 7)	1.0
  (20, 10)	1.0
  (22, 0)	1.0
  (25, 9)	1.0
  (35, 3)	1.0
  (36, 10)	1.0
  (39, 1)	1.0
  (40, 11)	1.0
  (44, 0)	1.0
  (50, 0)	1.0
  (53, 1)	1.0
  (54, 11)	1.0
  (57, 8)	1.0
  (58, 4)	1.0
  (59, 8)	1.0
  (60, 4)	1.0
  (61, 11)	1.0
  (62, 5)	1.0
  (64, 11)	1.0
  (66, 6)	1.0
  (71, 10)	1.0
  (72, 8)	1.0
  (73, 4)	1.0
  (74, 1)	1.0
  (75, 5)	1.0
  (82, 6)	1.0
  (83, 9)	1.0
  (84, 2)	1.0
  (89, 3)	1.0
  (91, 2)	1.0
  (100, 9)	1.0
  (101, 7)	1.0
  (102, 2)	1.0
  (107, 5)	1.0"
42,GUISO 🍲🥔🐟DE PATATAS CON BACALAO.txt,hoy vamos a hacer unas patatas con bacalao y vamos a necesitar pimiento verde ajos para atrás que tenemos ya peladas y troceadas San fumet de pescado es decir caldo de pescado perejil Laurel unos Trozos de bacalao que tenemos de salados aceite pimentón dulce harina pimiento rojo y cebolla el primer paso es el cardio los Trozos de bacalao por si pudieron tener agua pasarlas por harina y a continuación los damos a freír en una sartén cita con aceite de que esté bien caliente no Sacaremos hilo reservaremos una vez que mosquito los Trozos de Vaca Lola hace mu retirado un platito y lo reservamos aquí para guitarras más tarde ahora lo que vamos a hacer en la hoy hemos puesto aceite para que se caliente y en el vamos a introducir la media cebolla troceada un trozo de pimiento rojo pero sea un trozo de pimiento verde troceado un diente de ajo también a cachitos y una hoja de laurel todo esto lo vamos a meter en la olla y lo reprendemos añadiéndole un poquito de sal mientras te lo reciben todas las perlitas en la olla en el mortero y nos puso como otras veces un diente de ajo y perejil Ahora nos marcharemos bien para añadirlos más tarde al caldo cuando ya tenemos cita a las verduritas añadimos las patatas que tenemos troceadas y les damos unas vueltas para que cojan el saborcito de todo a continuación le mostramos ido comunidad saladita de pimentón Dulce lo vamos a robar y añadiremos los Trozos de bacalao y el caldo de pescado Y por último le hemos añadido ahora la picada de ajo y perejil vamos a remover todo bien probaremos el caldito de sal hay que tener cuidado porque el bacalao siempre conserva hacer entonces no hay que pasarse probaremos el caldito y cerraremos la olla una versión rara la olla vamos a esperar a que salga mucho vapor por la chimenea pondremos la válvula y una vez que suban las tres rayitas y la válvula bajaremos en su alumno y lo tendremos 6 minutos pasados los seis minutos retiraremos la olla del fuego y esperaremos a que bajen las tres rayitas de la válvula para poder para poder abrir la olla y ahora vamos a esperar después de haber estado minutos con las tres rayitas arriba de la válvula Pues ahora ya lo retiramos vamos a esperar a que salga todo el vapor y ya abriremos la olla aquí tenemos ya porfi nuestras patatas con bacalao no me diréis que nos apetece comer es un platito ya ves que es muy fácil si no tenéis o ya lo podéis hacer también en cazuela de manera que simplemente cuando llega el momento de la cocción por lo pones todo en la cazuela y a fuego no muy fuerte que hierva hasta que pinchando con un tenedor alguna de las pataditas de es que ya está blandita Entonces se puede hacer de las dos maneras,"['hoy', 'vam', 'hac', 'unas', 'patat', 'bacala', 'vam', 'necesit', 'pimient', 'verd', 'ajos', 'atras', 'pel', 'troc', 'san', 'fumet', 'pesc', 'dec', 'cald', 'pesc', 'perejil', 'laurel', 'troz', 'bacala', 'sal', 'aceit', 'pimenton', 'dulc', 'harin', 'pimient', 'roj', 'ceboll', 'prim', 'pas', 'cardi', 'troz', 'bacala', 'si', 'pud', 'ten', 'agu', 'pas', 'harin', 'continu', 'dam', 'freir', 'sarten', 'cit', 'aceit', 'bien', 'calient', 'sac', 'hil', 'reserv', 'vez', 'mosquit', 'troz', 'vac', 'lol', 'hac', 'mu', 'retir', 'platit', 'reserv', 'aqu', 'guitarr', 'tard', 'ahor', 'vam', 'hac', 'hoy', 'puest', 'aceit', 'calient', 'vam', 'introduc', 'medi', 'ceboll', 'troc', 'troz', 'pimient', 'roj', 'troz', 'pimient', 'verd', 'troc', 'dient', 'ajo', 'cachit', 'hoj', 'laurel', 'vam', 'met', 'olla', 'reprend', 'añad', 'poquit', 'sal', 'mientr', 'recib', 'tod', 'perlit', 'olla', 'morter', 'pus', 'vec', 'dient', 'ajo', 'perejil', 'ahor', 'march', 'bien', 'añad', 'tard', 'cald', 'cit', 'verdurit', 'añad', 'patat', 'troc', 'dam', 'unas', 'vuelt', 'coj', 'saborcit', 'continu', 'mostr', 'ido', 'comun', 'saladit', 'pimenton', 'dulc', 'vam', 'rob', 'añad', 'troz', 'bacala', 'cald', 'pesc', 'ultim', 'añad', 'ahor', 'pic', 'ajo', 'perejil', 'vam', 'remov', 'bien', 'prob', 'caldit', 'sal', 'ten', 'cuid', 'bacala', 'siempr', 'conserv', 'hac', 'entonc', 'pas', 'prob', 'caldit', 'cerr', 'olla', 'version', 'rar', 'olla', 'vam', 'esper', 'salg', 'vapor', 'chimene', 'pondr', 'valvul', 'vez', 'sub', 'tres', 'rayit', 'valvul', 'baj', 'alumn', '6', 'minut', 'pas', 'seis', 'minut', 'retir', 'olla', 'fueg', 'esper', 'baj', 'tres', 'rayit', 'valvul', 'pod', 'pod', 'abrir', 'olla', 'ahor', 'vam', 'esper', 'despues', 'hab', 'minut', 'tres', 'rayit', 'arrib', 'valvul', 'pues', 'ahor', 'retir', 'vam', 'esper', 'salg', 'vapor', 'abrir', 'olla', 'aqu', 'porfi', 'patat', 'bacala', 'dir', 'apetec', 'com', 'platit', 'ves', 'facil', 'si', 'pod', 'hac', 'cazuel', 'maner', 'simplement', 'lleg', 'moment', 'coccion', 'pon', 'cazuel', 'fueg', 'fuert', 'hierv', 'pinch', 'tenedor', 'algun', 'patadit', 'blandit', 'entonc', 'pued', 'hac', 'dos', 'maner']","  (1, 6)	1.0
  (2, 3)	1.0
  (5, 2)	1.0
  (6, 6)	1.0
  (22, 5)	1.0
  (23, 2)	1.0
  (35, 5)	1.0
  (36, 2)	1.0
  (56, 5)	1.0
  (59, 3)	1.0
  (67, 0)	1.0
  (68, 6)	1.0
  (69, 3)	1.0
  (74, 6)	1.0
  (79, 5)	1.0
  (82, 5)	1.0
  (91, 6)	1.0
  (93, 4)	1.0
  (95, 1)	1.0
  (102, 4)	1.0
  (109, 0)	1.0
  (112, 1)	1.0
  (117, 1)	1.0
  (132, 6)	1.0
  (134, 1)	1.0
  (135, 5)	1.0
  (136, 2)	1.0
  (140, 1)	1.0
  (141, 0)	1.0
  (145, 6)	1.0
  (153, 2)	1.0
  (156, 3)	1.0
  (162, 4)	1.0
  (165, 4)	1.0
  (166, 6)	1.0
  (186, 4)	1.0
  (196, 4)	1.0
  (197, 0)	1.0
  (198, 6)	1.0
  (208, 0)	1.0
  (210, 6)	1.0
  (215, 4)	1.0
  (219, 2)	1.0
  (228, 3)	1.0
  (247, 3)	1.0"
